"Sisters, The",2.9
"Double Hour, The (La doppia ora)",3.3
20 Seconds of Joy,4.2
Happy Ever Afters,2.8
My Brother Talks to Horses,2.5
Attack the Block,3.4
The Way,3.6
Let the Bullets Fly,3.5
"Tunnel, The",3.1
Orwell Rolls in His Grave,3.5
Wake,2.0
Kings of the Sun,3.2
He Ran All the Way,3.2
Violent Saturday,3.4
Kung Fu Panda 2,3.5
"Burglars, The (Le casse)",3.5
Gabriel Over the White House,3.0
Lynch,3.5
X-Men: First Class,3.7
Submarine,3.7
Tonight and Every Night,3.1
The Thief,3.4
Raffles,4.1
"Dark Angel, The",3.0
Brewster's Millions,3.2
"Patent Leather Kid, The",3.5
"Other Woman, The",3.2
"Last Dispatch, The",3.5
Brotherhood,3.2
American Grindhouse,3.5
Two Arabian Knights,2.5
Captive (Cautiva) (2004),3.8
Everything Must Go,3.2
Red White & Blue,3.1
Beginners,3.7
Super 8,3.5
Lottery Ticket,2.7
Calvin Marshall (2009),2.6
"Oath, The",3.3
Falling (a.k.a. Fallen),3.0
Delbaran,3.3
Camp de Thiaroye,3.9
"Target Shoots First, The",3.5
"City Below, The (Unter dir die Stadt)",3.2
Chain Camera,3.2
Playing 'In the Company of Men' (En jouant 'Dans la compagnie des hommes'),2.9
Then I Sentenced Them All to Death (Atunci i-am condamnat pe toti la moarte),3.7
Pale Flower (Kawaita hana),3.6
Santa Claus Has Blue Eyes (Le père Noël a les yeux bleus),4.0
It Felt Like a Kiss,3.7
After the Reconciliation (Après la réconciliation),3.8
Matinée,2.9
"Year of Living Vicariously, The",3.5
"Sixth of the World, A (Shestaya chast mira)",3.1
Curly Top,3.4
Envy (Kiskanmak),3.0
Private,3.1
"Very British Gangster, A",3.0
"Working Class Goes to Heaven, The (a.k.a. Lulu the Tool) (La classe operaia va in paradiso)",3.6
"Täältä tullaan, elämä!",3.1
"Chosen One, The",2.4
Bernie,3.6
Lucky Star,3.0
Araya,3.6
"Danube Exodus, The",4.0
Vääpeli Körmy - Taisteluni,2.5
Green Lantern,2.4
"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen)",3.3
Sergeant Körmy and the South Pacific (Vääpeli Körmy ja etelän hetelmät),2.4
Elektra Luxx,2.5
Stricken (Er komt een vrouw bij de dokter),3.6
Net Worth,0
Cinema Verite,3.1
"Yoo-Hoo, Mrs. Goldberg",3.1
Badland,2.5
Mr. Popper's Penguins,2.8
Bad Teacher,2.8
Wives and Lovers,3.0
Tyler Perry's Why Did I Get Married Too?,2.6
"President's Lady, The",2.6
Suez,2.4
Meet Me in Las Vegas,3.0
Two Girls and a Sailor,3.0
Papa's Delicate Condition,2.6
Sundown,2.4
Storm Center,2.2
Transformers: Dark of the Moon,2.7
Larry Crowne,3.0
Score: A Hockey Musical,2.6
Your Highness,2.7
Hand Gun,1.9
Jacqueline Susann's Once Is Not Enough,2.0
When Ladies Meet,3.6
"Pride of St. Louis, The",2.7
"Prizefighter and the Lady, The",2.3
"Son of Monte Cristo, The",3.0
If I Were King,3.1
Judy Moody and the Not Bummer Summer,2.1
"Four-Faced Liar, The",3.1
King of Jazz,3.4
"Dolly Sisters, The",3.8
Seconds Apart (2011),3.0
"Mattei Affair, The (Il caso Mattei)",3.8
"Scenic Route, The",3.1
"Run, Man, Run! (Corri uomo corri)",3.0
Sergeant Körmy and the Underwater Vehicles (Vääpeli Körmy ja vetenalaiset vehkeet),2.3
Armless,3.3
Life After People,3.3
Too Big to Fail,3.9
"Bishop Murder Case, The",2.8
"Unexpected Love, An",4.0
Girl Play,2.5
Pekko ja unissakävelijä,1.5
Pelicanman (Pelikaanimies),2.8
Train of Shadows (Tren de sombras),3.3
Shoppen (2006),3.2
Apart from You (After Our Separation) (Kimi to wakarete),3.1
Every Night Dreams (Each Night I Dream) (Yogoto no yume),3.7
Living with Wolves,3.6
Lazybones,2.5
Film ist. 7-12,3.2
"Rita, Sue and Bob Too!",2.9
For Heaven's Sake,3.3
Three Brothers (Tre fratelli),3.0
Die Frau des Frisörs,2.5
Human Failure (Menschliches Versagen),2.2
"Letter, The",3.4
Takers,3.0
Three (a.k.a. 3),3.4
Route Irish,3.2
"Quo Vadis, Baby?",2.1
"Man of My Life, The (L'homme de sa vie)",2.6
"Squall, The",4.5
Vääpeli Körmy ja marsalkan sauva,2.6
Vääpeli Körmy ja kahtesti laukeava,2.5
Street Without End (Kagirinaki hodo),3.5
Marie-Jo and Her 2 Lovers (Marie-Jo et ses 2 amours),2.7
My Life as McDull (Mak dau goo si),3.4
Broken Windows,2.5
Strapped,3.6
Zookeeper,2.5
Horrible Bosses,3.3
See This Movie,2.9
Cars 2,2.7
King & Country,3.6
Guns at Batasi,2.9
De Dana Dan,2.8
Savage Messiah,3.7
Westward Passage,0
"Carey Treatment, The",2.2
Megan Is Missing,2.6
In Her Skin,3.0
Possessed,3.2
Mondo Trasho,3.2
Swamp Water,2.8
"Mysterious Lady, The",2.9
Room for One More,3.1
Tapped,3.6
Page One: Inside the New York Times,3.5
Bright Victory,2.7
"Promise, The",3.0
On the Riviera,2.9
In Old Arizona,2.3
Dreamkiller,0.5
Breaking Upwards,2.9
"Doorway to Hell, The",2.8
Anton Chekhov's The Duel,3.2
Murder in Coweta County,3.3
Five Minutes to Live,3.1
Red Like the Sky (Rosso come il cielo),3.6
Like You Know It All (Jal aljido mothamyeonseo),3.4
"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier)",3.0
Mammuth,3.3
Gilles' Wife (La femme de Gilles),3.5
Waiting Room (Bekleme odasi),3.5
I Am Curious (Blue) (Jag är nyfiken - en film i blått),2.6
Suspicious River,1.8
"Perfect Day, A (Un giorno perfetto)",3.0
Laws of Gravity,3.7
Elvis,3.4
Time Stood Still (Il tempo si è fermato),3.8
Hot Coffee,3.8
To Sleep with Anger,3.3
Green Fish (Chorok mulkogi),3.1
Tiresia,3.2
Killing Auntie (Zabicie ciotki),3.8
Cornered,3.2
Love (Szerelem),3.8
New Wave (Nouvelle vague),3.2
Virgin Stripped Bare by Her Bachelors (Oh! Soo-jung),3.3
Four Adventures of Reinette and Mirabelle (4 aventures de Reinette et Mirabelle),3.5
Hangtime - Kein leichtes Spiel,3.5
"Missing Star, The (La stella che non c'è)",3.2
Bikini Summer,3.1
Transistor Love Story (Monrak Transistor),3.1
Bugmaster (Mushishi),3.5
Double Dhamaal,2.3
"Happiness Is a Warm Blanket, Charlie Brown",3.4
Delhi Belly,3.7
Ballerina (La mort du cygne),3.3
Heir to an Execution,3.2
Welcome Farewell-Gutmann (Bienvenido a Farewell-Gutmann),3.2
Education for Death,3.1
Upside Down: The Creation Records Story,3.8
Streets of Laredo,3.2
Mahler,3.6
Monte Carlo,3.2
Monogamy (2010),2.6
Read It and Weep,2.8
"Perfect Host, The",3.4
Harry Potter and the Deathly Hallows: Part 2,3.9
Conan O'Brien Can't Stop,3.3
Drive,3.9
Love Crime (Crime d'amour),3.4
Brink of Life (Nära livet),3.4
"Kind of Loving, A",3.1
Snow Flower and the Secret Fan,3.3
Captain America: The First Avenger,3.5
Far from Home,2.7
Girls in Prison,1.9
"Crazy, Stupid, Love.",3.8
"Eversmile, New Jersey",2.5
"Last Run, The",3.5
Trio,3.4
Flight Command,3.3
Cheers for Miss Bishop,3.0
"Buccaneer, The",2.9
One Day,3.5
Every Little Crook and Nanny,0
"Poker House, The",3.2
Forget Me Not,2.9
Car Bonus (Autobonus),3.7
Feast of All Saints,2.0
Bombardier,2.5
Joan of Paris,3.3
"Charming Mass Suicide, A (Hurmaava joukkoitsemurha)",2.9
Vice Squad,2.2
"Guard, The",3.8
Griff the Invisible,2.9
Quarantine 2: Terminal,2.9
Earth Days,3.3
Children (Börn),3.0
Winnie the Pooh,3.4
Peep World,2.7
"Woman, The",3.0
"Unholy Rollers, The",2.2
Dry Summer (Susuz yaz) (Reflections),3.7
Phantom,3.5
Frontier of the Dawn (La frontière de l'aube),3.4
Sombre,3.2
"Think Fast, Mr. Moto",3.4
No Impact Man: The Documentary,3.3
"Wedding in Blood (Noces rouges, Les)",3.3
"Goalie's Anxiety at the Penalty Kick, The (Die Angst des Tormanns beim Elfmeter)",3.1
A Year Ago in Winter,3.4
"Electra, My Love (Szerelmem, Elektra)",4.1
Indian Summer (a.k.a. The Professor) (La prima notte di quiete),3.1
"Married Couple, A",3.7
Betty,3.3
"New One-Armed Swordsman, The (Xin du bi dao)",3.1
Madeleine,3.5
Exodus (Cheut ai kup gei),3.5
Wanted! (Nachbarinnen),1.5
"Four Times, The (Le Quattro Volte)",3.5
Park Row,3.6
"Sleeping Beauty, The (La belle endormie)",2.8
Escape from Dartmoor,3.4
"Smurfs, The",2.4
"Arrangement, The",2.6
Comanche Moon,3.0
Dead Man's Walk,2.9
Dylan Dog: Dead of Night,2.7
Angel of Mine (a.k.a. The Mark of an Angel) (L'empreinte de l'ange),3.4
"Undefeated, The",2.1
Chromophobia,3.4
Friends with Benefits,3.3
"Dust of Time, The",3.5
"Winner, The",2.0
Exposed,2.8
Forbidden,3.6
3 Backyards,2.3
Small Town Murder Songs,3.0
Count Three and Pray,3.0
"Rally 'Round the Flag, Boys!",2.7
Paper Birds (Pájaros de papel),3.8
Last Stop 174 (Última Parada 174) (2008),3.4
Waking Madison (2010),3.2
"Possession of David O'Reilly, The (2010)",3.0
Broken Sky (El cielo dividido),3.1
Alpha and Omega,2.4
"Caretakers, The",3.8
Tender Is the Night,2.9
Bikini Summer II,3.2
"Boy in Blue, The",2.4
Deadfall,2.1
"Summer Wishes, Winter Dreams",3.4
Lady Be Good,3.2
Eternally Yours,3.5
Legend of the Fist: The Return of Chen Zhen (Jing wu feng yun: Chen Zhen),3.2
Big City Blues,2.6
Lawyer Man,3.0
Pennies from Heaven,3.5
"Living and the Dead, The",3.5
She Cried No (Freshman Fall),2.0
Industrial Symphony No. 1: The Dream of the Brokenhearted,3.4
Our Beloved Month of August (Aquele Querido Mês de Agosto),3.3
"Autobiography of Nicolae Ceausescu, The (Autobiografia lui Nicolae Ceausescu)",3.5
Mysteries of Lisbon (Mistérios de Lisboa),3.4
Oki's Movie (Ok-hui-ui yeonghwa),3.1
Welfare,3.9
Fred: The Movie,1.5
Four Bags Full,3.3
Emitai,3.6
"Me Too (Yo, también)",3.5
"Assassination (Ansatsu) (Assassination, The) (Assassin, The)",3.7
Messiah of Evil,3.0
Souls for Sale,3.3
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae)",3.7
"Temptress, The",3.2
Our Life (La nostra vita),3.3
Come Undone (Cosa voglio di più),3.4
"Illusion Travels by Streetcar (Ilusión viaja en tranvía, La)",3.6
Change of Address (Changement d'adresse),2.6
"Help Me, Eros (Bang bang wo ai shen)",2.5
"Eye Above the Well, The (Het oog boven de put)",3.8
"Joyless Street, The (Die freudlose Gasse)",3.0
Rapt,3.7
Bear's Kiss,2.2
"Cairo Station (a.k.a. Iron Gate, The) (Bab el hadid)",3.5
Sweet Rush (Tatarak),3.1
"Blind Sunflowers, The (Los girasoles ciegos)",2.7
"Queen of Spades, The",2.5
Change of Plans (Le code a changé),2.6
Our Idiot Brother,3.2
Edison Kinetoscopic Record of a Sneeze,2.1
"Letter to Elia, A",3.9
Drive-In Horrorshow,3.0
Princess Ka'iulani,3.2
SUBWAYStories: Tales from the Underground,2.8
Air Guitar Nation,3.4
Cyberbully,2.9
Beats Rhymes & Life: The Travels of a Tribe Called Quest,3.6
Above Suspicion,3.1
Desperate Search,1.5
Rise of the Planet of the Apes,3.5
Terri,3.3
"Magnificent Yankee, The",3.2
Happy New Year,2.0
Hide-Out,3.2
Shanks,2.1
Christmas Carol: The Movie,2.4
Coffin Rock,2.9
Strapped,2.2
Ponterosa,1.4
Tevye,3.5
"Change-Up, The",3.1
Sins of My Father,3.3
"Yearling, The",2.8
"Help, The",3.9
30 Minutes or Less,3.1
Fjols til fjells,2.9
My Son John,2.2
Bulldog Drummond,2.9
"Merry Widow, The",3.0
High Time (Big Daddy),2.7
There Goes My Heart,3.2
Glee: The 3D Concert Movie,2.8
"Trotsky, The",3.6
Anthony Zimmer,3.4
"Richest Girl in the World, The",2.8
Szuler,0
Just Imagine,1.6
"Invisible Sign, An",3.1
Gantz,3.0
Blues Harp,3.4
From Beijing with Love,3.6
"Lady is Willing, The",2.7
Ghetto Physics,0
Vision (Vision - Aus dem Leben der Hildegard von Bingen),3.5
"Bulli: Cooking in Progress, El",3.1
My Afternoons with Margueritte (La tête en friche),3.8
Soloalbum,3.0
Final Destination 5,2.9
"Lovely, Still",3.5
"Conspirator, The",3.4
"Very Harold & Kumar 3D Christmas, A",3.1
"Young One, The",3.4
Michael the Brave (Mihai Viteazul),3.7
Missile to the Moon,2.5
Mr. Moto Takes a Chance,3.1
Mysterious Mr. Moto,3.4
Where Are the Dreams of Youth? (Seishun no yume imaizuko),3.4
"Little Girl Who Conquered Time, The (Toki o kakeru shôjo)",3.1
Kairat,3.5
Queen to Play (Joueuse),3.5
Carancho,3.5
Spy Kids: All the Time in the World in 4D,1.9
Recollections of the Yellow House (Recordações da Casa Amarela),3.9
Super 8 Stories,2.9
Passing Fancy (Dekigokoro),3.6
What Did the Lady Forget? (Shukujo wa nani o wasureta ka) (1937),3.0
Miranda,3.8
Elvira Madigan,3.2
Forest (Rengeteg),3.7
Evil - In the Time of Heroes (To kako - Stin epohi ton iroon),2.8
Don't Be Afraid of the Dark,2.8
Fright Night,3.2
Another Earth,3.5
"Classic, The (Klassikko)",3.3
Hesher,3.5
Bolivia,2.9
Company: Original Cast Album,3.9
Cold Prey (Fritt Vilt),3.1
Guilty Pleasures,3.5
American Boy: A Profile of: Steven Prince,3.4
Stake Land,3.3
"Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold)",3.2
"Great White Silence, The",3.8
"Debt, The",3.5
Colombiana,3.2
Bill Cunningham New York,3.9
"Hireling, The",2.9
Street Scenes (1970),3.3
Freakonomics,3.4
Puzzlehead,3.0
"Possession of Joel Delaney, The",2.6
"Kid from Brooklyn, The",3.0
"Last Frontier, The",2.8
Tight Spot,3.4
"Skin I Live In, The (La piel que habito)",3.8
Messengers 2: The Scarecrow,2.0
Boys (Drenge),3.1
"Birds, the Bees and the Italians, The (Signore & signori)",3.2
Backlight,2.5
"Lodger, The",2.5
William Vincent (Shadows and Lies),2.9
Legends of the Canyon,3.5
Phil Ochs: There But for Fortune,3.4
Good Neighbours (a.k.a. Good Neighbors),2.9
"Winning Season, The",3.2
Conan the Barbarian,2.6
Dead Awake,3.1
Prom,3.0
Magic Trip,3.3
Stay Cool,2.6
Walled In,2.4
Fierce Light: When Spirit Meets Action,3.3
Strongman,3.5
Waiting for Forever,2.9
"Creation of the Humanoids, The",2.5
Tooth & Nail,2.4
Face (Visage),3.1
Orderers (Les ordres),3.6
"Story of Temple Drake, The",3.5
Project Nim,3.7
Escape,3.4
Love Crimes of Kabul,3.2
Birdemic: Shock and Terror,1.7
Keep Walking (Camminacammina),4.2
Win/win,3.2
Page Eight,3.5
"Inbetweeners Movie, The",3.3
"Old Man and the Sea, The",3.2
Time to Die (Tiempo de morir),3.9
Dying at Grace,3.9
"Future, The",3.1
Richard III,3.2
Burning Secret,2.4
Love Ranch,2.7
Payment Deferred,2.9
"Interrupters, The",3.8
Night Ambush (Ill Met by Moonlight),3.0
Red State,3.2
"Dark Side of the Heart, The (Lado oscuro del corazón, El)",3.5
"Misérables, Les",3.6
Wooden Crosses (Les croix de bois),3.5
Short Sharp Shock (Kurz und schmerzlos) (1998),3.5
Chinese Take-Out (Chinese Take-Away) (Un cuento chino),3.7
"Stranger's Heart, A",2.2
Restraint,3.1
"Better Life, A",3.5
Raging Phoenix (Deu suay doo),3.3
Ceremony,2.6
Sympathy for Delicious,2.3
Wrecked,2.7
Pearl Jam Twenty,3.7
I Don't Know How She Does It,2.7
Two Cents Worth of Hope (Due soldi di speranza),3.5
Commandos Strike at Dawn,2.4
"Pleasure Seekers, The",2.1
The Little Kidnappers,3.6
That Lady in Ermine,2.7
April Love,2.7
Red Meadows (De røde enge),2.6
Shark Night 3D,2.2
Beautiful Lies (De vrais mensonges) (Full Treatment),3.2
Contagion,3.5
We Have a Pope (Habemus Papam),3.2
Our Very Own,3.5
Frenchman's Creek,2.5
Vigilante,2.8
Sleeping Beauty,2.9
Portrait of Maria (María Candelaria (Xochimilco)),2.7
"Maze, The",3.1
Straw Dogs,3.0
Moneyball,3.9
William S. Burroughs: A Man Within,3.5
"Appeared, The (Aparecidos)",3.2
Felicity,2.4
Please Believe Me,3.0
"Winning Team, The",3.2
Higher and Higher,2.5
"House of the Seven Gables, The",3.1
"Havre, Le",3.6
"Unlikely Weapon, An",3.8
Cedar Boys,0
Bloom,1.8
A Via Láctea,2.5
Magnificent Warriors (Zhong hua zhan shi),3.1
Zindagi Na Milegi Dobara,3.9
Restless,3.4
Neds,3.3
Cold Fish (Tsumetai nettaigyo),3.5
Skeletons,3.5
Follow Me Quietly,2.9
Scott Walker: 30 Century Man,3.6
Four Nights of a Dreamer (Quatre nuits d'un rêveur),3.7
"Perfume of the Lady in Black, The (Il profumo della signora in nero)",3.5
"Soul of a Man, The",3.5
God's Comedy (A Comédia de Deus),3.7
Nightmare,2.8
Taxi zum Klo,3.4
I Am (Jestem),2.6
My Little Business (Ma petite entreprise),3.2
Sachs' Disease (La maladie de Sachs),3.3
"Witches, The (Le streghe)",3.1
"Valley, The (Obscured by Clouds) (La vallée)",3.0
Point Blank (À bout portant),3.5
Masti,2.9
"Story of Me, The (O contador de histórias)",3.6
Nothing Personal,3.5
Ironclad,3.0
Green Fire,2.7
Photos in the City of Sylvia (Unas fotos en la ciudad de Sylvia),3.7
Pathetic Fallacy (Ajantrik),3.8
No Man of Her Own,3.0
Zombie Island Massacre,1.7
Northanger Abbey,3.7
Floods of Fear,2.5
"Loser Takes All, The (O hamenos ta pairnei ola)",3.2
Film ist a Girl & a Gun,3.6
In Vanda's Room (No Quarto da Vanda),3.6
"Preacher, The (De dominee)",2.8
Black Butterflies,3.5
Sweet Karma,2.9
Bereavement,2.4
"Horrible Way to Die, A (2010)",2.7
"Last Chance, The (Die letzte Chance)",3.0
Men Without Wings (Muzi bez krídel),3.5
Bulldog Drummond Escapes,2.9
"Avengers, The",3.7
Taxi!,2.8
Tinker Tailor Soldier Spy,3.6
"Separation, A (Jodaeiye Nader az Simin)",4.0
"Dangerous Method, A",3.2
Man's Castle,3.3
"Sleep, My Love",3.3
My Name Is Julia Ross,3.3
"Romantic Englishwoman, The",3.1
Lowly City (Neecha Nagar),3.2
Warrior,3.9
Littlerock,3.6
"Crowd Roars, The",2.7
Eva (a.k.a. Eve),2.9
You're Telling Me!,3.6
Mother Wore Tights,3.8
"Ides of March, The",3.5
"Proud and the Beautiful, The (Orgueilleux, Les) (Proud Ones, The)",3.2
Punk in London,3.3
"Star Witness, The",3.1
"Strip, The",2.5
Bad Girl,3.1
Kill List,3.4
Killer Elite,3.2
"Dukes, The",2.6
Bobby Fischer Against the World,3.7
Badmaash Company,3.0
"Nature of Existence, The",3.2
Bellflower,3.0
50/50,3.7
Warrior of the Lost World,1.8
Main Street,2.1
Superman and the Mole-Men,2.6
Rat Pfink a Boo Boo,4.0
"Turin Horse, The (A Torinói ló)",3.8
Generation P,3.5
Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da),3.8
The Artist,3.7
Someone I Loved (Je l'aimais),3.2
"Housewarming (Travaux, on sait quand ça commence...)",1.8
Whity,3.2
I Want Candy,2.8
At Any Second (In jeder Sekunde),3.5
Superheroes,3.2
Me and the Colonel,3.1
Corruption,2.8
Gigi,2.9
Ornamental Hairpin (Kanzashi),3.4
BlinkyTM,3.2
Play,3.5
"Khroustaliov, My Car! (Khrustalyov, mashinu!)",3.5
Song of the Exile (Ke tu qiu hen),3.3
"Legend of Suram Fortress, The (Ambavi Suramis tsikhitsa) (1986)",3.6
On the Double,3.1
Here Comes Peter Cottontail,3.1
Don't Change Your Husband,2.5
"Masseurs and a Woman, The (Anma to onna)",3.4
Robot,3.2
"Trap: What Happened to Our Dream of Freedom, The",4.1
Animal Love (Tierische Liebe),3.3
"Novena, The (La neuvaine)",3.0
Rabbit à la Berlin (Królik po berlinsku),3.7
Circumstance,3.3
The Beast Kills in Cold Blood,2.4
Ghost from the Machine,2.8
Reykjavik-Rotterdam,3.4
Wrestling (Bræðrabylta),3.0
White of the Eye,3.0
The Boss,3.2
Green Chair (Noksaek uija),3.6
I'm Gonna Explode (a.k.a. I'm Going to Explode) (Voy a explotar),3.2
"Report, The (Gozaresh)",3.2
Five Dedicated to Ozu,3.6
"Lizard in a Woman's Skin, A (Lucertola con la pelle di donna, Una)",3.2
Take Shelter,3.7
Genealogies of a Crime (Généalogies d'un crime),3.2
"Myth of the American Sleepover, The",3.0
That Day (Ce jour-là),3.1
Road to Nowhere,2.7
Zaat,1.6
"Music Never Stopped, The",3.6
"Experience, The (Tadjrebeh)",3.8
"Suit for Wedding, A (a.k.a. The Wedding Suit) (Lebassi Baraye Arossi)",3.6
ABC Africa,2.9
Pigskin Parade,3.0
Songwriter,2.8
First Love,2.6
I Dream Too Much,1.2
"One Potato, Two Potato",3.2
"Sheep Has Five Legs, The (Le mouton à cinq pattes)",2.0
No Rest for the Wicked,3.1
"Presence, The",2.5
"Caller, The",3.2
Small Town Girl,2.7
Monsieur Vincent,3.5
"Toast of New Orleans, The",2.9
"Captain Thunder (Capitán Trueno y el Santo Grial, El) (Prince Killian and the Holy Grail)",4.0
"Happiest Days of Your Life, The",3.2
"I Am Taraneh, I Am Fifteen Years Old (Man, taraneh, panzdah sal daram)",3.1
"Grand Dukes, The (Les grands ducs)",3.2
Tony Arzenta (No Way Out) (Big Guns),3.2
"Living Desert, The",3.2
Brothers at War,2.7
Salaam Cinema,3.4
"Happiest Girl in the World, The (Cea mai fericita fata din lume)",3.4
Examined Life,3.6
Wadd: The Life & Times of John C. Holmes,2.9
Don't Deliver Us from Evil (Mais ne nous délivrez pas du mal),3.2
Three Outlaw Samurai (Sanbiki no samurai),3.6
Antonio Gaudí,3.5
Slumming,2.8
Real Steel,3.3
Devil Times Five (a.k.a. Peopletoys),2.8
"Dream Catcher, The",3.0
"Pleasure of Being Robbed, The",3.0
"Enchanted World of Danny Kaye: The Emperor's New Clothes, The",2.5
Pinocchio,3.2
Buck,3.8
Hell,3.1
Exit,2.4
Frozen Hell (Jäämarssi) (2011),3.1
Clara and Me (Clara et moi),2.3
My Joy (Schastye moe),3.1
"Overbrook Brothers, The",2.5
Sokkotanssi,2.6
"Smiling Madame Beudet, The (La souriante Madame Beudet)",3.4
Snow (Snijeg),3.0
Father of Invention,2.9
Quiet Flows the Don (Tikhiy Don),3.6
No Exit (Huis clos),3.9
At Sea,3.3
House by the River,3.4
"Bullfighters, The",3.0
"Last Days of Pompeii, The (Gli ultimi giorni di Pompeii)",2.3
Catching Hell,4.0
Footloose,3.1
"Thing, The",3.3
Lemmy,3.5
Beautiful Boy,3.2
"Harvest/La Cosecha, The",3.7
Tyrannosaur,3.7
Männerherzen... und die ganz ganz große Liebe,3.2
"O-Bi, O-Ba - The End of Civilization (O-bi, O-ba - Koniec cywilizacji)",2.9
"Killer Is Loose, The",2.8
Martha Marcy May Marlene,3.5
We Need to Talk About Kevin,3.7
Tabloid,3.5
"Old Fashioned Way, The",3.6
"River Murders, The",2.9
Things (Zihron Devarim),4.0
"Return of Django (Son of Django) (Figlio di Django, Il)",2.5
"Three Musketeers, The",2.8
In Time,3.4
Oranges and Sunshine,3.6
"Pain in the Ass, A (L'emmerdeur)",3.7
Brighton Rock,2.8
"League of Gentlemen, The",3.4
Burning Palms,2.7
Margaret,3.5
Carnage,3.6
Assassination Games,3.0
Margin Call,3.8
God's Little Acre,2.8
2019: After the Fall of New York,2.5
Out California Way,2.5
Paranormal Activity 3,2.8
Puncture,3.3
Polisse,3.7
"Little Bit of Heaven, A",3.1
Year of the Carnivore,2.5
"Perfect Couple, A",2.3
Bertsolari,3.5
Blondie Knows Best,3.0
Johnny English Reborn,3.2
Abduction,2.8
Beginning of the Great Revival (a.k.a. The Founding of a Party),1.8
This Must Be the Place,3.4
Shame,3.6
"Marseillaise, La",3.4
Werewolf Woman (La lupa mannara),2.7
"Love Affair, or the Case of the Missing Switchboard Operator (Ljubavni slucaj ili tragedija sluzbenice P.T.T.)",3.5
11 x 14,3.0
"True Story of Jesse James, The",2.6
One to Another (Chacun sa nuit),2.5
American Son,2.9
"Book of Stars, The",3.2
Directed by John Ford,3.5
TV Junkie,3.5
"Happy, Happy (Sykt lykkelig)",3.0
"Screaming Man, A (Un homme qui crie)",3.0
"Cab for Three, A (Taxi para tres)",3.4
Ballad of the Little Soldier (Ballade vom kleinen Soldaten),3.4
Nora's Will (Cinco días sin Nora),3.5
What's Your Number?,3.2
Dream House,3.0
How to Die in Oregon,4.1
"Suddenly, Last Winter (Improvvisamente l'inverno scorso)",2.6
Queen of Blood,2.3
Radioactive Dreams,3.0
Headhunters (Hodejegerne),3.8
Camouflage (Barwy ochronne),3.9
Mulan,3.3
Campus Radio,2.0
Machine Gun Preacher,3.2
Miss Representation,3.6
Answer This!,2.5
Anonymous,3.3
Puss in Boots,3.1
Mr. Nice,3.1
Hella W,2.8
"Veteran, The",3.2
"Gold of Naples, The (L'oro di Napoli)",3.5
Crashing,2.6
"Loving Father, A (Aime ton père)",2.3
End of the Game (Der Richter und sein Henker),2.8
Gone to Earth,2.8
Colorado Avenue,3.0
Doc,3.2
Al Franken: God Spoke,2.2
Bone,2.9
Hamlet,2.5
"China 9, Liberty 37 (Amore, piombo e furore)",2.7
Tower Heist,3.0
J. Edgar,3.1
Sometimes They Come Back,2.6
"Double, The",3.1
Cherry Crush,2.2
WUSA,2.4
"Adventures of Tintin, The",3.5
Operation Mad Ball,3.1
"Son of No One, The",2.4
Undertow (Contracorriente),3.6
Starsuckers,3.5
Flicker,2.8
White on Rice,2.0
"Exercice de l'État, L'",3.5
"Heroic Ones, The (Shi san tai bao)",2.8
Tomboy,3.7
Glasses (Megane),3.2
See How They Fall (Regarde les hommes tomber),3.4
Actresses (Actrices),2.6
Cobra Woman,2.9
"Last Days of Pompeii, The",2.3
Capricious Summer (Rozmarné léto),3.6
Bandwagon,3.5
Flower & Garnet,2.8
Loft (Rofuto),2.8
Lavatory Lovestory (Ubornaya istoriya - lyubovnaya istoriya),3.5
Woman Obsessed,1.5
"Heirloom, The (Zhai Ban)",3.2
George Harrison: Living in the Material World,3.8
Hugo,3.5
Higher Ground,3.2
Trespass,2.6
Savage Streets,2.9
"Dark House, The (Dom zly)",3.6
Street Scene,3.4
Election Day,3.5
Immortals,2.9
Jack and Jill,1.6
Take Out,3.6
Chesty: A Tribute to a Legend,4.2
Mahjong (Ma jiang),3.9
Eerie Tales (Unheimliche Geschichten),2.8
"Devil's Double, The",3.3
House of Tolerance,3.4
Beats Being Dead (Dreileben - Etwas Besseres als den Tod),3.1
"Deep Blue Sea, The",3.0
Killer (Tueur à gages),3.5
My Mother and Her Guest (Sarangbang sonnimgwa eomeoni),3.8
11-11-11 (11-11-11: The Prophecy),2.4
Into the Abyss,3.7
"Oslo, August 31st (Oslo, 31. august)",4.0
Paper Soldier (Bumazhnyy soldat),2.8
"Nada Gang, The (Nada)",3.5
Whatever Lola Wants,3.5
Daffy Duck's Movie: Fantastic Island,3.1
Westward Ho,1.6
"Last Mountain, The",3.3
Sasha (Sascha),3.6
I Want to Be a Soldier,4.2
Another Happy Day,2.9
"Big Hangover, The",2.7
Shaolin (Xin shao lin si),3.4
Fright,2.9
"Story of Mankind, The",2.2
Wichita,2.8
Wuthering Heights,3.2
From Beyond the Grave (Creatures),3.3
LennoNYC,3.5
Cherry,3.2
Batman,3.0
